,State,year,injuries,Hospitalized,Amputation,public,private,ratio,total,RTW,prez_red,Arm,BODY SYSTEMS,Back,Core,Foot,Groin,Hand,Head,Leg,Multiple,Nonclassifiable,Organ,Upper and lower limb(s),Whole body
237,RHODE ISLAND,2018,46.0,36.0,15.0,721.0,1187.0,1.6463245492371705,1908.0,False,Democrat,5.0,6.0,0.0,1.0,2.0,0.0,17.0,5.0,4.0,4.0,0.0,2.0,0.0,0.0
238,RHODE ISLAND,2019,36.0,31.0,8.0,815.0,1554.0,1.9067484662576688,2369.0,False,Democrat,2.0,2.0,1.0,5.0,2.0,1.0,11.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0
239,RHODE ISLAND,2020,30.0,23.0,9.0,0.0,0.0,0.0,0.0,False,Democrat,2.0,1.0,3.0,1.0,3.0,0.0,10.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0
240,SOUTH CAROLINA,2015,11.0,10.0,3.0,2853.0,3420.0,1.1987381703470033,6273.0,True,Republican,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0
241,SOUTH CAROLINA,2016,4.0,3.0,2.0,4559.0,5141.0,1.127659574468085,9700.0,True,Republican,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
242,SOUTH CAROLINA,2017,14.0,11.0,3.0,4989.0,5639.0,1.130286630587292,10628.0,True,Republican,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0
243,SOUTH CAROLINA,2018,10.0,8.0,2.0,5231.0,6464.0,1.2357101892563562,11695.0,True,Republican,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
244,SOUTH CAROLINA,2019,10.0,9.0,2.0,4541.0,5467.0,1.2039198414446157,10008.0,True,Republican,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0
245,SOUTH CAROLINA,2020,6.0,5.0,1.0,0.0,0.0,0.0,0.0,True,Republican,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
246,SOUTH DAKOTA,2015,56.0,51.0,12.0,1259.0,646.0,0.5131056393963463,1905.0,True,Republican,3.0,3.0,2.0,0.0,5.0,0.0,20.0,6.0,6.0,3.0,7.0,1.0,0.0,0.0
247,SOUTH DAKOTA,2016,70.0,63.0,15.0,1495.0,959.0,0.6414715719063545,2454.0,True,Republican,4.0,5.0,3.0,6.0,9.0,1.0,20.0,2.0,9.0,7.0,1.0,2.0,1.0,0.0
248,SOUTH DAKOTA,2017,79.0,70.0,23.0,1223.0,1602.0,1.3098937040065413,2825.0,True,Republican,4.0,2.0,0.0,3.0,7.0,1.0,26.0,6.0,9.0,7.0,3.0,8.0,3.0,0.0
249,SOUTH DAKOTA,2018,69.0,58.0,14.0,920.0,2304.0,2.5043478260869567,3224.0,True,Republican,3.0,5.0,1.0,6.0,6.0,2.0,19.0,6.0,8.0,7.0,3.0,3.0,0.0,0.0
250,SOUTH DAKOTA,2019,80.0,72.0,13.0,1498.0,1226.0,0.8184245660881175,2724.0,True,Republican,7.0,3.0,2.0,2.0,3.0,3.0,17.0,7.0,15.0,9.0,1.0,8.0,3.0,0.0
251,SOUTH DAKOTA,2020,48.0,41.0,10.0,0.0,0.0,0.0,0.0,True,Republican,1.0,1.0,2.0,5.0,1.0,0.0,16.0,6.0,10.0,3.0,3.0,0.0,0.0,0.0
252,TENNESSEE,2015,21.0,19.0,2.0,3326.0,5271.0,1.584786530366807,8597.0,True,Republican,0.0,0.0,0.0,2.0,5.0,0.0,7.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0
253,TENNESSEE,2016,16.0,13.0,4.0,3367.0,5037.0,1.495990495990496,8404.0,True,Republican,0.0,6.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
254,TENNESSEE,2017,6.0,5.0,1.0,3565.0,6090.0,1.7082748948106592,9655.0,True,Republican,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
255,TENNESSEE,2018,11.0,12.0,0.0,3673.0,6912.0,1.8818404573917777,10585.0,True,Republican,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
256,TENNESSEE,2019,9.0,9.0,0.0,5272.0,7205.0,1.3666540212443095,12477.0,True,Republican,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
257,TENNESSEE,2020,2.0,2.0,0.0,0.0,0.0,0.0,0.0,True,Republican,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
258,TEXAS,2015,1672.0,1372.0,402.0,26951.0,46334.0,1.7191940929835627,73285.0,True,Republican,98.0,92.0,41.0,71.0,120.0,17.0,575.0,101.0,185.0,125.0,182.0,52.0,13.0,0.0
259,TEXAS,2016,1558.0,1310.0,367.0,28084.0,52075.0,1.8542586526135878,80159.0,True,Republican,96.0,139.0,41.0,52.0,103.0,16.0,525.0,122.0,191.0,145.0,52.0,58.0,18.0,0.0
260,TEXAS,2017,1751.0,1430.0,465.0,31623.0,45980.0,1.4540049963634063,77603.0,True,Republican,112.0,108.0,35.0,78.0,125.0,10.0,671.0,140.0,184.0,127.0,50.0,86.0,24.0,1.0
261,TEXAS,2018,1883.0,1569.0,460.0,33705.0,41387.0,1.2279187064233794,75092.0,True,Republican,145.0,131.0,45.0,84.0,137.0,19.0,646.0,109.0,243.0,151.0,63.0,92.0,18.0,0.0
262,TEXAS,2019,1922.0,1600.0,448.0,36535.0,45352.0,1.2413302312850691,81887.0,True,Republican,111.0,133.0,36.0,85.0,166.0,18.0,610.0,133.0,245.0,190.0,58.0,113.0,24.0,0.0
263,TEXAS,2020,1107.0,905.0,307.0,0.0,0.0,0.0,0.0,True,Republican,71.0,55.0,29.0,49.0,88.0,8.0,413.0,74.0,121.0,103.0,28.0,53.0,15.0,0.0
264,UTAH,2015,6.0,6.0,1.0,3647.0,1847.0,0.5064436523169729,5494.0,True,Republican,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
265,UTAH,2016,10.0,9.0,1.0,2977.0,2027.0,0.6808867987907289,5004.0,True,Republican,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
266,UTAH,2017,10.0,7.0,4.0,3371.0,2482.0,0.7362800355977455,5853.0,True,Republican,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
267,UTAH,2019,8.0,6.0,2.0,4335.0,2120.0,0.48904267589388695,6455.0,True,Republican,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
268,UTAH,2020,5.0,5.0,1.0,0.0,0.0,0.0,0.0,True,Republican,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
269,VERMONT,2015,1.0,1.0,0.0,279.0,440.0,1.5770609318996416,719.0,False,Democrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
270,VERMONT,2016,1.0,1.0,0.0,253.0,542.0,2.142292490118577,795.0,False,Democrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
271,VERMONT,2017,1.0,1.0,0.0,519.0,605.0,1.165703275529865,1124.0,False,Democrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
272,VIRGINIA,2015,49.0,44.0,9.0,6321.0,4023.0,0.6364499288087327,10344.0,False,Democrat,2.0,6.0,0.0,0.0,5.0,0.0,15.0,1.0,9.0,3.0,6.0,2.0,0.0,0.0
273,VIRGINIA,2016,47.0,35.0,14.0,5959.0,5386.0,0.9038429266655479,11345.0,False,Democrat,2.0,4.0,0.0,2.0,3.0,0.0,15.0,3.0,11.0,2.0,2.0,2.0,1.0,0.0
274,VIRGINIA,2017,28.0,23.0,7.0,6118.0,6838.0,1.117685518143184,12956.0,False,Democrat,1.0,1.0,0.0,0.0,3.0,0.0,7.0,2.0,8.0,4.0,0.0,1.0,1.0,0.0
275,VIRGINIA,2018,29.0,23.0,8.0,7339.0,7256.0,0.9886905572966345,14595.0,False,Democrat,2.0,3.0,1.0,1.0,1.0,0.0,10.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0
276,VIRGINIA,2019,31.0,27.0,8.0,7711.0,8230.0,1.0673064453378291,15941.0,False,Democrat,0.0,4.0,0.0,1.0,2.0,1.0,10.0,3.0,4.0,3.0,1.0,2.0,0.0,0.0
277,VIRGINIA,2020,22.0,15.0,7.0,0.0,0.0,0.0,0.0,False,Democrat,2.0,2.0,0.0,1.0,1.0,0.0,9.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0
278,WASHINGTON,2015,13.0,11.0,2.0,7828.0,6824.0,0.8717424629535002,14652.0,False,Democrat,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0
279,WASHINGTON,2016,24.0,23.0,2.0,9688.0,7069.0,0.7296655656482246,16757.0,False,Democrat,3.0,1.0,0.0,4.0,3.0,0.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0
280,WASHINGTON,2017,15.0,11.0,5.0,11013.0,7744.0,0.7031689821120494,18757.0,False,Democrat,0.0,0.0,0.0,3.0,1.0,0.0,5.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0
281,WASHINGTON,2018,11.0,9.0,2.0,10728.0,8229.0,0.7670581655480985,18957.0,False,Democrat,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0
282,WASHINGTON,2019,14.0,12.0,3.0,12011.0,6643.0,0.553076346682208,18654.0,False,Democrat,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
283,WASHINGTON,2020,13.0,11.0,3.0,0.0,0.0,0.0,0.0,False,Democrat,2.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0
284,WEST VIRGINIA,2015,97.0,76.0,21.0,1448.0,494.0,0.3411602209944751,1942.0,False,Republican,5.0,7.0,5.0,7.0,6.0,2.0,30.0,9.0,10.0,11.0,3.0,2.0,0.0,0.0
285,WEST VIRGINIA,2016,102.0,85.0,21.0,1340.0,321.0,0.23955223880597015,1661.0,False,Republican,6.0,7.0,7.0,5.0,8.0,1.0,31.0,6.0,6.0,12.0,4.0,9.0,0.0,0.0
286,WEST VIRGINIA,2017,89.0,66.0,29.0,1504.0,286.0,0.1901595744680851,1790.0,False,Republican,9.0,6.0,5.0,0.0,6.0,1.0,28.0,5.0,14.0,7.0,2.0,6.0,0.0,0.0
287,WEST VIRGINIA,2018,115.0,94.0,27.0,1134.0,498.0,0.43915343915343913,1632.0,False,Republican,12.0,5.0,3.0,3.0,11.0,0.0,36.0,4.0,11.0,16.0,3.0,11.0,0.0,0.0
288,WEST VIRGINIA,2019,115.0,91.0,30.0,1617.0,654.0,0.4044526901669759,2271.0,False,Republican,4.0,6.0,3.0,3.0,11.0,0.0,37.0,9.0,16.0,14.0,2.0,10.0,0.0,0.0
289,WEST VIRGINIA,2020,65.0,52.0,17.0,0.0,0.0,0.0,0.0,False,Republican,3.0,3.0,0.0,3.0,5.0,2.0,21.0,5.0,9.0,9.0,1.0,4.0,0.0,0.0
290,WISCONSIN,2015,403.0,269.0,160.0,4809.0,3852.0,0.8009981285090455,8661.0,True,Democrat,18.0,9.0,9.0,16.0,24.0,4.0,191.0,17.0,44.0,27.0,25.0,17.0,2.0,0.0
291,WISCONSIN,2016,438.0,306.0,165.0,5620.0,3739.0,0.6653024911032028,9359.0,True,Democrat,24.0,17.0,11.0,21.0,32.0,4.0,198.0,30.0,38.0,36.0,8.0,19.0,0.0,0.0
292,WISCONSIN,2017,467.0,337.0,167.0,5762.0,4174.0,0.7244012495661228,9936.0,True,Democrat,26.0,19.0,8.0,17.0,27.0,5.0,212.0,29.0,46.0,40.0,12.0,21.0,5.0,0.0
293,WISCONSIN,2018,465.0,328.0,165.0,5143.0,5476.0,1.064748201438849,10619.0,True,Democrat,29.0,20.0,10.0,21.0,27.0,6.0,201.0,30.0,47.0,30.0,15.0,25.0,3.0,1.0
294,WISCONSIN,2019,410.0,282.0,145.0,5728.0,7032.0,1.2276536312849162,12760.0,True,Democrat,19.0,10.0,8.0,15.0,29.0,4.0,174.0,21.0,54.0,34.0,11.0,26.0,5.0,0.0
295,WISCONSIN,2020,280.0,205.0,91.0,0.0,0.0,0.0,0.0,True,Democrat,13.0,7.0,4.0,18.0,23.0,2.0,111.0,26.0,29.0,28.0,6.0,12.0,1.0,0.0
296,WYOMING,2015,2.0,1.0,1.0,1590.0,946.0,0.5949685534591195,2536.0,True,Republican,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,WYOMING,2016,5.0,5.0,0.0,1472.0,585.0,0.39741847826086957,2057.0,True,Republican,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
298,WYOMING,2017,3.0,3.0,0.0,971.0,474.0,0.4881565396498455,1445.0,True,Republican,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
299,WYOMING,2018,2.0,2.0,0.0,876.0,351.0,0.4006849315068493,1227.0,True,Republican,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
300,WYOMING,2019,2.0,1.0,1.0,771.0,298.0,0.3865110246433204,1069.0,True,Republican,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,WYOMING,2020,3.0,3.0,0.0,0.0,0.0,0.0,0.0,True,Republican,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,UTAH,2018,0.0,0.0,0.0,3789.0,2081.0,0.5492214304565849,5870.0,True,Republican,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,VERMONT,2018,0.0,0.0,0.0,615.0,447.0,0.7268292682926829,1062.0,False,Democrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,VERMONT,2019,0.0,0.0,0.0,214.0,363.0,1.6962616822429906,577.0,False,Democrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
